Name,Email,Major
Johnny Test47216,jt47216@illinois.edu,"Law, LLM"
Johnny Test18562,jt18562@illinois.edu,"Operations Management, BS"
Johnny Test50423,jt50423@illinois.edu,"Livestock Systems Health, MVS"
Johnny Test28929,jt28929@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test19169,jt19169@illinois.edu,"Italian, BALAS"
Johnny Test43347,jt43347@illinois.edu,"Business Analytics, MS"
Johnny Test21184,jt21184@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test54830,jt54830@illinois.edu,"Curriculum & Instruction, CAS"
Johnny Test43808,jt43808@illinois.edu,"Linguistics, PhD"
Johnny Test3009,jt3009@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test51608,jt51608@illinois.edu,"Bioprocessing & Bioenergy, MS - Professional Science Master’s"
Johnny Test36262,jt36262@illinois.edu,"Management, BS"
Johnny Test19512,jt19512@illinois.edu,"Jazz Performance, BMUS"
Johnny Test50790,jt50790@illinois.edu,"Environmental Engineering in Civil Engineering, PhD"
Johnny Test42087,jt42087@illinois.edu,"Pathobiology, MS"
Johnny Test52228,jt52228@illinois.edu,"Political Science, MA"
Johnny Test50216,jt50216@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test49485,jt49485@illinois.edu,"Statistics, PhD"
Johnny Test52552,jt52552@illinois.edu,"Special Education, EdM"
Johnny Test87,jt87@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test12435,jt12435@illinois.edu,"Political Science, BALAS"
Johnny Test30096,jt30096@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test28875,jt28875@illinois.edu,"Interdisciplinary Health Sciences, BS"
Johnny Test27971,jt27971@illinois.edu,"Middle Grades Education, BS"
Johnny Test18080,jt18080@illinois.edu,"Accountancy, BS"
Johnny Test6502,jt6502@illinois.edu,"Geology, BSLAS"
Johnny Test28888,jt28888@illinois.edu,"Computer Engineering, BS"
Johnny Test14694,jt14694@illinois.edu,"Slavic Studies, BALAS"
Johnny Test32688,jt32688@illinois.edu,"Electrical Engineering, BS"
Johnny Test25770,jt25770@illinois.edu,"Anthropology, BALAS"
Johnny Test50243,jt50243@illinois.edu,"Economics, PhD"
Johnny Test53796,jt53796@illinois.edu,"Art Education, PhD"
Johnny Test48274,jt48274@illinois.edu,"Mathematics, MS"
Johnny Test53509,jt53509@illinois.edu,"Art Education, MA"
Johnny Test52645,jt52645@illinois.edu,"Recreation, Sport & Tourism, MS"
Johnny Test15543,jt15543@illinois.edu,"Operations Management, BS"
Johnny Test17060,jt17060@illinois.edu,"Religion, BALAS"
Johnny Test26395,jt26395@illinois.edu,"Agricultural & Biological Engineering, BS and Agricultural & Biological Engineering, BSAG (Dual Degree Program)"
Johnny Test26666,jt26666@illinois.edu,"Studio Art, BFASA"
Johnny Test13547,jt13547@illinois.edu,"Agronomy, BS"
Johnny Test21193,jt21193@illinois.edu,"Animal Sciences, BS"
Johnny Test27896,jt27896@illinois.edu,"Biochemistry, BS"
Johnny Test27480,jt27480@illinois.edu,"Jazz Performance, BMUS"
Johnny Test47633,jt47633@illinois.edu,"Environmental Geology, MS"
Johnny Test8455,jt8455@illinois.edu,"Gender & Women's Studies, BALAS"
Johnny Test23841,jt23841@illinois.edu,"Graphic Design, BFA"
Johnny Test38016,jt38016@illinois.edu,Romance Linguistics
Johnny Test52362,jt52362@illinois.edu,"Theatre, MFA"
Johnny Test21124,jt21124@illinois.edu,"Advertising, BS"
Johnny Test43537,jt43537@illinois.edu,"Portuguese, MA"
Johnny Test16434,jt16434@illinois.edu,"Chemical Engineering, BS"
Johnny Test8021,jt8021@illinois.edu,"Plant Biotechnology, BS"
Johnny Test45234,jt45234@illinois.edu,"Library & Information Science, MS"
Johnny Test33362,jt33362@illinois.edu,"Graphic Design, BFA"
Johnny Test37856,jt37856@illinois.edu,"Bioengineering, MS"
Johnny Test20,jt20@illinois.edu,"Mathematics & Computer Science, BSLAS"
Johnny Test8023,jt8023@illinois.edu,"Bioengineering, BS"
Johnny Test19858,jt19858@illinois.edu,"Athletic Training, BS"
Johnny Test48262,jt48262@illinois.edu,"Portuguese, PhD"
Johnny Test53110,jt53110@illinois.edu,"Economics, PhD"
Johnny Test54581,jt54581@illinois.edu,"Agricultural & Biological Engineering, MS"
Johnny Test40244,jt40244@illinois.edu,"Mathematics, MS"
Johnny Test17935,jt17935@illinois.edu,"Molecular & Cellular Biology, BSLAS"
Johnny Test42507,jt42507@illinois.edu,"Civil Engineering, MS"
Johnny Test30257,jt30257@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test9702,jt9702@illinois.edu,"Information Sciences, BS"
Johnny Test39690,jt39690@illinois.edu,"Architecture, PhD"
Johnny Test6459,jt6459@illinois.edu,"Earth, Society, & Environmental Sustainability, BSLAS"
Johnny Test31748,jt31748@illinois.edu,"Italian, BALAS"
Johnny Test23771,jt23771@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test7828,jt7828@illinois.edu,"Architectural Studies, BS"
Johnny Test6542,jt6542@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test32513,jt32513@illinois.edu,"Information Sciences, BS"
Johnny Test48569,jt48569@illinois.edu,"Mechanical Engineering, PhD"
Johnny Test9441,jt9441@illinois.edu,"Agronomy, BS"
Johnny Test22240,jt22240@illinois.edu,"Chemical Engineering, BS"
Johnny Test31715,jt31715@illinois.edu,"Spanish, BALAS"
Johnny Test30590,jt30590@illinois.edu,"Agronomy, BS"
Johnny Test29565,jt29565@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test30100,jt30100@illinois.edu,Chemistry Teaching
Johnny Test45164,jt45164@illinois.edu,"Predictive Analytics and Risk Management, MS"
Johnny Test48138,jt48138@illinois.edu,"Aerospace Engineering, MS"
Johnny Test22078,jt22078@illinois.edu,"Journalism, BS"
Johnny Test28263,jt28263@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test30872,jt30872@illinois.edu,"Food Science, BS"
Johnny Test19514,jt19514@illinois.edu,"Advertising, BS"
Johnny Test5105,jt5105@illinois.edu,"Computer Science, MS"
Johnny Test47828,jt47828@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test28876,jt28876@illinois.edu,"Religion, BALAS"
Johnny Test29075,jt29075@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test9806,jt9806@illinois.edu,"Middle Grades Education, BS"
Johnny Test13224,jt13224@illinois.edu,"Nutrition and Health, BS"
Johnny Test38549,jt38549@illinois.edu,"Accountancy, PhD"
Johnny Test42259,jt42259@illinois.edu,"Education Policy, Organization & Leadership, PhD"
Johnny Test7715,jt7715@illinois.edu,"Neural Engineering, BS"
Johnny Test41966,jt41966@illinois.edu,"Audiology, AuD"
Johnny Test16378,jt16378@illinois.edu,"Middle Grades Education, BS"
Johnny Test23060,jt23060@illinois.edu,"Global Studies, BALAS"
Johnny Test24695,jt24695@illinois.edu,"Graphic Design, BFA"
Johnny Test18835,jt18835@illinois.edu,"Astronomy, BSLAS"
Johnny Test6955,jt6955@illinois.edu,"Communication, BALAS"
Johnny Test22804,jt22804@illinois.edu,"Plant Biotechnology, BS"
Johnny Test4100,jt4100@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test4794,jt4794@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test54627,jt54627@illinois.edu,"Theoretical & Applied Mechanics, PhD"
Johnny Test8742,jt8742@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test9445,jt9445@illinois.edu,"Linguistics, BALAS"
Johnny Test4350,jt4350@illinois.edu,"Bioinformatics, MS"
Johnny Test34600,jt34600@illinois.edu,"Special Education, BS"
Johnny Test18339,jt18339@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test50643,jt50643@illinois.edu,"Actuarial Science, MS"
Johnny Test25693,jt25693@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test46392,jt46392@illinois.edu,"Special Education, PhD"
Johnny Test50057,jt50057@illinois.edu,"Mental Health Counseling, MS"
Johnny Test5639,jt5639@illinois.edu,"Bioinformatics, MS"
Johnny Test36137,jt36137@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test13819,jt13819@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test51836,jt51836@illinois.edu,"Plant Biology, MS"
Johnny Test42359,jt42359@illinois.edu,"Theoretical & Applied Mechanics, PhD"
Johnny Test35804,jt35804@illinois.edu,"Community Health, BS & Public Health, MPH"
Johnny Test29424,jt29424@illinois.edu,"Spanish, BALAS"
Johnny Test14068,jt14068@illinois.edu,"Business + Data Science, BS"
Johnny Test30508,jt30508@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test2994,jt2994@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test50655,jt50655@illinois.edu,"Dance, MFA"
Johnny Test18078,jt18078@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test26091,jt26091@illinois.edu,"Animal Sciences, BS"
Johnny Test44623,jt44623@illinois.edu,"Financial Engineering, MS"
Johnny Test20572,jt20572@illinois.edu,"Spanish (Teaching), BA"
Johnny Test38895,jt38895@illinois.edu,"Animal Sciences, MANSC"
Johnny Test7031,jt7031@illinois.edu,"Open Studies, BMUS"
Johnny Test21745,jt21745@illinois.edu,"Spanish (Teaching), BA"
Johnny Test47799,jt47799@illinois.edu,Choral Music
Johnny Test36009,jt36009@illinois.edu,"Dance, BFA"
Johnny Test33985,jt33985@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test29305,jt29305@illinois.edu,"Jazz Performance, BMUS"
Johnny Test10641,jt10641@illinois.edu,"Innovation, Leadership & Engineering Entrepreneurship, BS (ILEE)"
Johnny Test23098,jt23098@illinois.edu,"French, BALAS"
Johnny Test15547,jt15547@illinois.edu,"Sociology, BALAS"
Johnny Test28778,jt28778@illinois.edu,"Germanic Studies, BALAS"
Johnny Test39320,jt39320@illinois.edu,"Teaching of Physics, MS"
Johnny Test43916,jt43916@illinois.edu,"Philosophy, PhD"
Johnny Test46952,jt46952@illinois.edu,"Kinesiology, MS"
Johnny Test47667,jt47667@illinois.edu,"Astronomy, PhD"
Johnny Test39232,jt39232@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, MS"
Johnny Test43485,jt43485@illinois.edu,"Recreation, Sport & Tourism, PhD"
Johnny Test19455,jt19455@illinois.edu,"Hospitality Management, BS"
Johnny Test31615,jt31615@illinois.edu,"Kinesiology, BS & Dance, BA"
Johnny Test21988,jt21988@illinois.edu,"Architectural Studies, BS"
Johnny Test45299,jt45299@illinois.edu,"Finance, PhD"
Johnny Test50865,jt50865@illinois.edu,"Portuguese, MA"
Johnny Test37149,jt37149@illinois.edu,"Curriculum & Instruction, MS"
Johnny Test32029,jt32029@illinois.edu,"Philosophy, BALAS"
Johnny Test39175,jt39175@illinois.edu,"Special Education, EdM"
Johnny Test20764,jt20764@illinois.edu,"Germanic Studies, BALAS"
Johnny Test25198,jt25198@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test4003,jt4003@illinois.edu,"Computer Science, PhD"
Johnny Test22513,jt22513@illinois.edu,"Computer Engineering, BS"
Johnny Test16060,jt16060@illinois.edu,"Art Education, BFA"
Johnny Test4811,jt4811@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test6767,jt6767@illinois.edu,"Learning & Education Studies, BS"
Johnny Test34728,jt34728@illinois.edu,"Food Science, BS"
Johnny Test50484,jt50484@illinois.edu,"Education Policy, Organization & Leadership, PhD"
Johnny Test23410,jt23410@illinois.edu,"Middle Grades Education, BS"
Johnny Test11799,jt11799@illinois.edu,"Information Systems, BS"
Johnny Test28461,jt28461@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test36063,jt36063@illinois.edu,"Lyric Theatre, BMA"
Johnny Test41361,jt41361@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test52122,jt52122@illinois.edu,"Classical Philology, PhD"
Johnny Test45903,jt45903@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test21969,jt21969@illinois.edu,"Early Childhood Education, BS"
Johnny Test35819,jt35819@illinois.edu,"Finance + Data Science, BS"
Johnny Test2249,jt2249@illinois.edu,"Computer Science + Linguistics, BSLAS"
Johnny Test16652,jt16652@illinois.edu,"Teaching of German, BA"
Johnny Test5767,jt5767@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test44392,jt44392@illinois.edu,"Chemistry, PhD"
Johnny Test42987,jt42987@illinois.edu,"Animal Sciences, MS"
Johnny Test35453,jt35453@illinois.edu,"Communication, BALAS"
Johnny Test18800,jt18800@illinois.edu,"Astrophysics, BSLAS"
Johnny Test23011,jt23011@illinois.edu,"Philosophy, BALAS"
Johnny Test5725,jt5725@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test42727,jt42727@illinois.edu,"Physics, MS"
Johnny Test1819,jt1819@illinois.edu,"Computer Science + Music, BS"
Johnny Test31314,jt31314@illinois.edu,"Creative Writing, BALAS"
Johnny Test24464,jt24464@illinois.edu,"Business + Data Science, BS"
Johnny Test31569,jt31569@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test54422,jt54422@illinois.edu,"Human Development & Family Studies, PhD"
Johnny Test20822,jt20822@illinois.edu,"History of Art, BALAS"
Johnny Test15594,jt15594@illinois.edu,"German (Teaching), BA"
Johnny Test7790,jt7790@illinois.edu,"Dietetics and Nutrition, BS"
Johnny Test8539,jt8539@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test22952,jt22952@illinois.edu,Art Undeclared
Johnny Test28969,jt28969@illinois.edu,"German (Teaching), BA"
Johnny Test20969,jt20969@illinois.edu,"Information Sciences, BS"
Johnny Test4511,jt4511@illinois.edu,"Bioinformatics, MS"
Johnny Test29204,jt29204@illinois.edu,"Open Studies, BMUS"
Johnny Test17270,jt17270@illinois.edu,"Journalism, BS"
Johnny Test33819,jt33819@illinois.edu,"Atmospheric Sciences, BSLAS"
Johnny Test19672,jt19672@illinois.edu,"Music Education, BME"
Johnny Test23308,jt23308@illinois.edu,"Industrial Design, BFA"
Johnny Test41545,jt41545@illinois.edu,"Health Technology, MS"
Johnny Test50629,jt50629@illinois.edu,"Political Science, MA"
Johnny Test3449,jt3449@illinois.edu,"Computer Science + Crop Sciences, BS"
Johnny Test40345,jt40345@illinois.edu,"Music, AD"
Johnny Test32542,jt32542@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test27280,jt27280@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test20578,jt20578@illinois.edu,"Speech & Hearing Science, BS"
Johnny Test10112,jt10112@illinois.edu,"History of Art, BALAS"
Johnny Test3211,jt3211@illinois.edu,"Computer Science + Music, BS"
Johnny Test34673,jt34673@illinois.edu,"Community Health, BS"
Johnny Test35995,jt35995@illinois.edu,"Innovation, Leadership & Engineering Entrepreneurship, BS (ILEE)"
Johnny Test24522,jt24522@illinois.edu,"Voice, BMUS"
Johnny Test35776,jt35776@illinois.edu,"Studio Art, BFASA"
Johnny Test563,jt563@illinois.edu,"Computer Science + Crop Sciences, BS"
Johnny Test27354,jt27354@illinois.edu,"Art Education, BFA"
Johnny Test7420,jt7420@illinois.edu,"Agronomy, BS"
Johnny Test32905,jt32905@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test42772,jt42772@illinois.edu,"Bioengineering, MS"
Johnny Test38518,jt38518@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test51139,jt51139@illinois.edu,"Art History, PhD"
Johnny Test10742,jt10742@illinois.edu,"Teaching of French, BA"
Johnny Test36931,jt36931@illinois.edu,"Dance, BA"
Johnny Test51018,jt51018@illinois.edu,"Engineering Technology and Management for Agricultural Systems, MS - Professional Science Masters"
Johnny Test10364,jt10364@illinois.edu,"Lyric Theatre, BMA"
Johnny Test13801,jt13801@illinois.edu,"Spanish, BALAS"
Johnny Test10020,jt10020@illinois.edu,"Astronomy, BSLAS"
Johnny Test35232,jt35232@illinois.edu,"Music, BA"
Johnny Test28892,jt28892@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test36344,jt36344@illinois.edu,Chemistry Teaching
Johnny Test24144,jt24144@illinois.edu,"Journalism, BS"
Johnny Test7922,jt7922@illinois.edu,"Voice, BMUS"
Johnny Test18357,jt18357@illinois.edu,"Sociology, BALAS"
Johnny Test19963,jt19963@illinois.edu,"Astrophysics, BSLAS"
Johnny Test21837,jt21837@illinois.edu,"Chemistry, BSLAS"
Johnny Test21537,jt21537@illinois.edu,"Germanic Studies, BALAS"
Johnny Test16898,jt16898@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test33327,jt33327@illinois.edu,"Instrumental Music, BMUS"
Johnny Test13187,jt13187@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test14907,jt14907@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test46620,jt46620@illinois.edu,"Natural Resources & Environmental Sciences, PhD"
Johnny Test23680,jt23680@illinois.edu,"Engineering Mechanics, BS"
Johnny Test20620,jt20620@illinois.edu,"Economics, BALAS"
Johnny Test16540,jt16540@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test34293,jt34293@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test23368,jt23368@illinois.edu,"Landscape Architecture, BLA"
Johnny Test48075,jt48075@illinois.edu,"Human Development & Family Studies, MS"
Johnny Test13322,jt13322@illinois.edu,"Dance, BFA"
Johnny Test33284,jt33284@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test48040,jt48040@illinois.edu,"Statistics, MS"
Johnny Test38186,jt38186@illinois.edu,"German, MA"
Johnny Test19839,jt19839@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test41076,jt41076@illinois.edu,"Public Health, MPH"
Johnny Test30614,jt30614@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test30609,jt30609@illinois.edu,"Studio Art, BASA"
Johnny Test12756,jt12756@illinois.edu,"Elementary Education, BS"
Johnny Test29271,jt29271@illinois.edu,"Music Education, BME"
Johnny Test40944,jt40944@illinois.edu,"Chemical Engineering, PhD"
Johnny Test17179,jt17179@illinois.edu,"Marketing, BS"
Johnny Test31575,jt31575@illinois.edu,"Crop Sciences, BS"
Johnny Test38122,jt38122@illinois.edu,"Special Education, MS"
Johnny Test44568,jt44568@illinois.edu,"Environmental Engineering in Civil Engineering, PhD"
Johnny Test7602,jt7602@illinois.edu,"Music Education, BME"
Johnny Test37561,jt37561@illinois.edu,"Agricultural & Applied Economics, PhD"
Johnny Test25410,jt25410@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test3252,jt3252@illinois.edu,"Computer Engineering, BS"
Johnny Test49738,jt49738@illinois.edu,"Engineering Technology and Management for Agricultural Systems, MS"
Johnny Test6309,jt6309@illinois.edu,"History, BALAS"
Johnny Test20112,jt20112@illinois.edu,"Religion, BALAS"
Johnny Test18986,jt18986@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test49025,jt49025@illinois.edu,"Education Policy, Organization & Leadership, CAS"
Johnny Test25884,jt25884@illinois.edu,"Political Science, BALAS"
Johnny Test14411,jt14411@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test29460,jt29460@illinois.edu,"Industrial Design, BFA"
Johnny Test28398,jt28398@illinois.edu,"Instrumental Music, BMUS"
Johnny Test2178,jt2178@illinois.edu,"Computer Science + Geography & Geographic Information Science, BSLAS"
Johnny Test22864,jt22864@illinois.edu,"Graphic Design, BFA"
Johnny Test6038,jt6038@illinois.edu,"Teaching of French, BA"
Johnny Test11086,jt11086@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test21004,jt21004@illinois.edu,"French (Teaching), BA"
Johnny Test40302,jt40302@illinois.edu,"Management, MS"
Johnny Test12497,jt12497@illinois.edu,"Voice, BMUS"
Johnny Test26277,jt26277@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test48208,jt48208@illinois.edu,"Psychological Science, MS"
Johnny Test30271,jt30271@illinois.edu,"Speech & Hearing Science, BS"
